mean_amplitude,std_amplitude,max_amplitude,min_amplitude,range_amplitude,median_amplitude,iqr_amplitude,skewness,kurtosis,rms,zero_crossing_rate,variance,coefficient_variation,peak_to_peak,heart_rate,mean_rr,std_rr,rmssd,pnn50,cv_rr,std_r_amplitude,min_r_amplitude,lf_power,hf_power,vlf_power,total_power,lf_hf_ratio,lf_nu,hf_nu,spectral_entropy,dominant_frequency,wavelet_energy_level_0,wavelet_std_level_0,wavelet_energy_level_1,wavelet_std_level_1,wavelet_energy_level_2,wavelet_std_level_2,wavelet_energy_level_3,wavelet_std_level_3,wavelet_energy_level_4,wavelet_std_level_4,qrs_count
-2.6597856418827278e-16,1.0,3.224361651416828,-3.384543444862484,6.608905096279312,0.082768456229467,1.0358670638763332,-0.2655301676949927,2.1256687070365565,1.0,0.0320855614973262,1.0,9999973402.214325,6.608905096279312,0,0,0,0,0,0,0,0,0.0,0.0,0.0,17484.5,0.0,0.0,0.0,2.2142109699263703,1.925133689839572,317.20643376992683,3.9383434080686177,12.197822313393784,0.7573265187624802,62.40861432698773,1.450595917047982,15.274316074465188,0.5403726334612082,0.0901971010308491,0.0304896649610788,1
